Provinsi,KabKota,Jenis_Ikan,Volume_Produksi,Nilai_Produksi,Konsumsi
SULAWESI TENGGARA,BUTON UTARA,CAKALANG,970.475,12616175000,0.12
SULAWESI TENGGARA,BUTON UTARA,EKOR KUNING,100.405,1355467500,0.023
SULAWESI TENGGARA,BUTON UTARA,KAKAP,226.063,7144263500,0.04
SULAWESI TENGGARA,BUTON UTARA,KEMBUNG,624.206,6562798000,0.074
SULAWESI TENGGARA,BUTON UTARA,SELAR,441.307,4550460500,0.237
SULAWESI TENGGARA,BUTON UTARA,TERI,71.15,711500000,0.007
SULAWESI TENGGARA,BUTON UTARA,TONGKOL,122.896,1228960000,0.088
SULAWESI TENGGARA,BUTON UTARA,TUNA,150.988,4813060000,0.043
SULAWESI TENGGARA,BUTON UTARA,UDANG,2465.206,6404072000,0.005
SULAWESI TENGGARA,KOLAKA,BANDENG,0,220851558000,0.128
SULAWESI TENGGARA,KOLAKA,BARONANG,1493.877,22428720000,0.013
SULAWESI TENGGARA,KOLAKA,CAKALANG,1579.639,32499996000,0.17
SULAWESI TENGGARA,KOLAKA,KAKAP,70.21,2457350000,0.027
SULAWESI TENGGARA,KOLAKA,KEMBUNG,863.724,13721008735,0.149
SULAWESI TENGGARA,KOLAKA,LELE,185,5550000000,0.01
SULAWESI TENGGARA,KOLAKA,MAS,229,6870000000,0.002
SULAWESI TENGGARA,KOLAKA,NILA,132,3960000000,0.002
SULAWESI TENGGARA,KOLAKA,SELAR,2796.07,24335051000,0.015
SULAWESI TENGGARA,KOLAKA,TENGGIRI,742.62,2600020000,0.002
SULAWESI TENGGARA,KOLAKA,TERI,460.753,3404805000,0.057
SULAWESI TENGGARA,KOLAKA,TONGKOL,109.739,1733654000,0.018
SULAWESI TENGGARA,KOLAKA,TUNA,300.889,1985775000,0.003
SULAWESI TENGGARA,KOLAKA,UDANG,652.106,887528007000,0.04
SULAWESI TENGGARA,KOLAKA TIMUR,GABUS,51.429,1397340000,0.045
SULAWESI TENGGARA,KOLAKA TIMUR,LELE,782.82,371700000,0.007
SULAWESI TENGGARA,KOLAKA TIMUR,MAS,3.21,112350000,0.004
SULAWESI TENGGARA,KOLAKA TIMUR,MUJAIR,224.911,83620000,0.067
SULAWESI TENGGARA,KOLAKA TIMUR,NILA,3.15,94500000,0.003
SULAWESI TENGGARA,KOLAKA UTARA,BANDENG,0,139040000000,0.16
SULAWESI TENGGARA,KOLAKA UTARA,BARONANG,212.07,8482800000,0.012
SULAWESI TENGGARA,KOLAKA UTARA,CAKALANG,490.96,16222450000,0.16
SULAWESI TENGGARA,KOLAKA UTARA,GABUS,27.872,905420000,0.002
SULAWESI TENGGARA,KOLAKA UTARA,KAKAP,507.33,19061200000,0.011
SULAWESI TENGGARA,KOLAKA UTARA,KEMBUNG,203.29,6098700000,0.04
SULAWESI TENGGARA,KOLAKA UTARA,MAS,349.522,7049050000,0.001
SULAWESI TENGGARA,KOLAKA UTARA,MUJAIR,47.544,1055060000,0.036
SULAWESI TENGGARA,KOLAKA UTARA,NILA,613.162,12485290000,0.01
SULAWESI TENGGARA,KOLAKA UTARA,SELAR,137.63,2978300000,0.055
SULAWESI TENGGARA,KOLAKA UTARA,TENGGIRI,131.73,5269200000,0.001
SULAWESI TENGGARA,KOLAKA UTARA,TERI,6.67,152050000,0.033
SULAWESI TENGGARA,KOLAKA UTARA,TONGKOL,189.02,6615700000,0.014
SULAWESI TENGGARA,KOLAKA UTARA,TUNA,676.726,23685410000,0.004
SULAWESI TENGGARA,KOLAKA UTARA,UDANG,206,732084300000,0.038
SULAWESI TENGGARA,KONAWE,BANDENG,31.131,933930000,0.081
SULAWESI TENGGARA,KONAWE,BARONANG,76.88,1446200000,0.011
SULAWESI TENGGARA,KONAWE,CAKALANG,69.23,1384600000,0.124
SULAWESI TENGGARA,KONAWE,EKOR KUNING,163.715,3274300000,0.053
SULAWESI TENGGARA,KONAWE,GABUS,1525.708,3982140000,0.026
SULAWESI TENGGARA,KONAWE,KAKAP,471.55,16917725000,0.002
SULAWESI TENGGARA,KONAWE,KEMBUNG,85.84,1716800000,0.094
SULAWESI TENGGARA,KONAWE,LELE,2362.435,1442335000,0.009
SULAWESI TENGGARA,KONAWE,MAS,420.699,21034950000,0.001
SULAWESI TENGGARA,KONAWE,MUJAIR,1662.082,992650000,0.063
SULAWESI TENGGARA,KONAWE,NILA,3842.69,27843090000,0.007
SULAWESI TENGGARA,KONAWE,SELAR,64.915,1298300000,0.012
SULAWESI TENGGARA,KONAWE,TENGGIRI,132.75,3982500000,0.003
SULAWESI TENGGARA,KONAWE,TERI,46.75,467500000,0.055
SULAWESI TENGGARA,KONAWE,TONGKOL,97.47,2924100000,0.029
SULAWESI TENGGARA,KONAWE,TUNA,474.55,500000000,0.017
SULAWESI TENGGARA,KONAWE KEPULAUAN,BARONANG,894.92,5618895000,0.006
SULAWESI TENGGARA,KONAWE KEPULAUAN,BAWAL,74.296,1857400000,0.001
SULAWESI TENGGARA,KONAWE KEPULAUAN,CAKALANG,384.204,6723570000,0.095
SULAWESI TENGGARA,KONAWE KEPULAUAN,EKOR KUNING,26.17,852095000,0.033
SULAWESI TENGGARA,KONAWE KEPULAUAN,KAKAP,289.124,8770261000,0.016
SULAWESI TENGGARA,KONAWE KEPULAUAN,KEMBUNG,448.635,10620485000,0.071
SULAWESI TENGGARA,KONAWE KEPULAUAN,LELE,10.095,222090000,0.001
SULAWESI TENGGARA,KONAWE KEPULAUAN,SELAR,101.164,1719788000,0.024
SULAWESI TENGGARA,KONAWE KEPULAUAN,TENGGIRI,310.928,10633426000,0.004
SULAWESI TENGGARA,KONAWE KEPULAUAN,TERI,54.043,540430000,0.04
SULAWESI TENGGARA,KONAWE KEPULAUAN,TONGKOL,617.951,12562947000,0.071
SULAWESI TENGGARA,KONAWE KEPULAUAN,TUNA,483.629,20473950000,0.007
SULAWESI TENGGARA,KONAWE KEPULAUAN,UDANG,10.182,407280000,0.001
SULAWESI TENGGARA,KONAWE SELATAN,BANDENG,0,266927000000,0.066
SULAWESI TENGGARA,KONAWE SELATAN,BARONANG,759.258,325335000,0.011
SULAWESI TENGGARA,KONAWE SELATAN,CAKALANG,2107.463,740860000,0.127
SULAWESI TENGGARA,KONAWE SELATAN,GABUS,11.526,669190000,0.014
SULAWESI TENGGARA,KONAWE SELATAN,KAKAP,1819.757,74150805000,0.005
SULAWESI TENGGARA,KONAWE SELATAN,KEMBUNG,886.171,5841570000,0.121
SULAWESI TENGGARA,KONAWE SELATAN,LELE,160.278,3638050000,0.005
SULAWESI TENGGARA,KONAWE SELATAN,MUJAIR,8.015,240450000,0.023
SULAWESI TENGGARA,KONAWE SELATAN,NILA,89.099,2774750000,0.005
SULAWESI TENGGARA,KONAWE SELATAN,PATIN,5.3,147500000,0.002
SULAWESI TENGGARA,KONAWE SELATAN,SELAR,1559.442,8023800000,0.017
SULAWESI TENGGARA,KONAWE SELATAN,TENGGIRI,616.779,1500000000,0.005
SULAWESI TENGGARA,KONAWE SELATAN,TERI,118.645,1632045000,0.027
SULAWESI TENGGARA,KONAWE SELATAN,TONGKOL,3.922,39220000,0.035
SULAWESI TENGGARA,KONAWE SELATAN,TUNA,1264.996,1102130000,0.01
SULAWESI TENGGARA,KONAWE SELATAN,UDANG,1551.413,55706350000,0.014
SULAWESI TENGGARA,KONAWE UTARA,BANDENG,0,229960400000,0.064
SULAWESI TENGGARA,KONAWE UTARA,BARONANG,2287.648,6767015000,0.011
SULAWESI TENGGARA,KONAWE UTARA,CAKALANG,123.544,2470880000,0.107
SULAWESI TENGGARA,KONAWE UTARA,EKOR KUNING,607.185,16953340000,0.058
SULAWESI TENGGARA,KONAWE UTARA,GABUS,41.263,1031575000,0.026
SULAWESI TENGGARA,KONAWE UTARA,KAKAP,1559.199,10062525000,0.017
SULAWESI TENGGARA,KONAWE UTARA,KEMBUNG,948.122,23703050000,0.123
SULAWESI TENGGARA,KONAWE UTARA,LELE,3775.383,207905000,0.001
SULAWESI TENGGARA,KONAWE UTARA,MAS,5046.599,32002575000,0.001
SULAWESI TENGGARA,KONAWE UTARA,MUJAIR,49.505,1376620000,0.06
SULAWESI TENGGARA,KONAWE UTARA,NILA,38.701,45057335000,0.003
SULAWESI TENGGARA,KONAWE UTARA,SELAR,1096.17,10246425000,0.009
SULAWESI TENGGARA,KONAWE UTARA,TENGGIRI,958.991,6991285000,0.005
SULAWESI TENGGARA,KONAWE UTARA,TERI,1181.704,98892935000,0.029
SULAWESI TENGGARA,KONAWE UTARA,TONGKOL,505.277,2641925000,0.018
SULAWESI TENGGARA,KONAWE UTARA,UDANG,427.8,243176350000,0.017
SULAWESI TENGGARA,KOTA KENDARI,BANDENG,43.573,1525055000,0.039
SULAWESI TENGGARA,KOTA KENDARI,BARONANG,384.874,12983070000,0.017
SULAWESI TENGGARA,KOTA KENDARI,CAKALANG,5090.849,97799254608,0.165
SULAWESI TENGGARA,KOTA KENDARI,EKOR KUNING,91.9,2117780000,0.056
SULAWESI TENGGARA,KOTA KENDARI,KAKAP,870.523,17563482000,0.022
SULAWESI TENGGARA,KOTA KENDARI,KEMBUNG,1849.772,29188820299,0.132
SULAWESI TENGGARA,KOTA KENDARI,SELAR,1490.543,9767698500,0.022
SULAWESI TENGGARA,KOTA KENDARI,TENGGIRI,2409.74,284145595,0.006
SULAWESI TENGGARA,KOTA KENDARI,TERI,381.283,3812830000,0.06
SULAWESI TENGGARA,KOTA KENDARI,TONGKOL,2299.728,43219724976,0.033
SULAWESI TENGGARA,KOTA KENDARI,TUNA,3366.419,59936209719,0.03
SULAWESI TENGGARA,KOTA KENDARI,UDANG,24.427,1620785000,0.032
SULAWESI TENGGARA,MUNA,BANDENG,93.97,2819100000,0.007
SULAWESI TENGGARA,MUNA,BARONANG,177.251,6182340000,0.004
SULAWESI TENGGARA,MUNA,BAWAL,385.753,445120000,0.001
SULAWESI TENGGARA,MUNA,CAKALANG,414.376,12431280000,0.051
SULAWESI TENGGARA,MUNA,EKOR KUNING,644.465,3674075000,0.026
SULAWESI TENGGARA,MUNA,KAKAP,549.681,29048372000,0.023
SULAWESI TENGGARA,MUNA,KEMBUNG,1531.207,133997460000,0.229
SULAWESI TENGGARA,MUNA,SELAR,1294.565,26325115000,0.044
SULAWESI TENGGARA,MUNA,TENGGIRI,131.491,7889460000,0.004
SULAWESI TENGGARA,MUNA,TERI,319.662,192715200000,0.029
SULAWESI TENGGARA,MUNA,TUNA,50.393,2611905000,0.009
SULAWESI TENGGARA,MUNA,UDANG,571.942,28536960000,0.003
SULAWESI TENGGARA,MUNA BARAT,BANDENG,0,59138820000,0.008
SULAWESI TENGGARA,MUNA BARAT,BARONANG,54.096,1712185000,0.012
SULAWESI TENGGARA,MUNA BARAT,BAWAL,1.42,35500000,0.001
SULAWESI TENGGARA,MUNA BARAT,CAKALANG,312.643,7816075000,0.067
SULAWESI TENGGARA,MUNA BARAT,EKOR KUNING,83.826,2095650000,0.073
SULAWESI TENGGARA,MUNA BARAT,KAKAP,201.632,5357650000,0.002
SULAWESI TENGGARA,MUNA BARAT,KEMBUNG,1330.499,33262475000,0.103
SULAWESI TENGGARA,MUNA BARAT,LELE,15.888,397200000,0.003
SULAWESI TENGGARA,MUNA BARAT,MUJAIR,14.443,433290000,0.018
SULAWESI TENGGARA,MUNA BARAT,NILA,0,48880650000,0.001
SULAWESI TENGGARA,MUNA BARAT,SELAR,1.614,32280000,0.011
SULAWESI TENGGARA,MUNA BARAT,TENGGIRI,151.048,4531440000,0.016
SULAWESI TENGGARA,MUNA BARAT,TERI,1305.964,36249245000,0.015
SULAWESI TENGGARA,MUNA BARAT,UDANG,30.585,193032285000,0.005
SULAWESI TENGGARA,WAKATOBI,BARONANG,493.528,12338200000,0.078
SULAWESI TENGGARA,WAKATOBI,CAKALANG,590.188,11803760000,0.162
SULAWESI TENGGARA,WAKATOBI,EKOR KUNING,85.477,1709540000,0.121
SULAWESI TENGGARA,WAKATOBI,KAKAP,1508.575,60379960000,0.1
SULAWESI TENGGARA,WAKATOBI,KEMBUNG,1084.383,69300000,0.064
SULAWESI TENGGARA,WAKATOBI,SELAR,47.419,931990000,0.097
SULAWESI TENGGARA,WAKATOBI,TENGGIRI,147.545,5164075000,0.018
SULAWESI TENGGARA,WAKATOBI,TONGKOL,2975.002,29750020000,0.19
SULAWESI TENGGARA,WAKATOBI,TUNA,374.543,20733060000,0.054
SULAWESI UTARA,BOLAANG MONGONDOW,CAKALANG,3138.592,135987900000,0.19
SULAWESI UTARA,BOLAANG MONGONDOW,EKOR KUNING,1479.813,79335000,0.052
SULAWESI UTARA,BOLAANG MONGONDOW,KAKAP,1819.647,9655197000,0.008
SULAWESI UTARA,BOLAANG MONGONDOW,LELE,25.572,724140000,0.003
SULAWESI UTARA,BOLAANG MONGONDOW,MAS,32.457,1621995000,0.001
SULAWESI UTARA,BOLAANG MONGONDOW,NILA,43.865,1238310000,0.005
SULAWESI UTARA,BOLAANG MONGONDOW,SELAR,2144.343,12617275500,0.043
SULAWESI UTARA,BOLAANG MONGONDOW,TENGGIRI,1493.805,1409100000,0.009
SULAWESI UTARA,BOLAANG MONGONDOW,TONGKOL,2753.505,28934253000,0.059
SULAWESI UTARA,BOLAANG MONGONDOW,TUNA,1634.1,138898500000,0.017
SULAWESI UTARA,BOLAANG MONGONDOW,UDANG,177.887,11650310000,0.005
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,BARONANG,459.955,81150000,0.005
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,CAKALANG,916.56,13185700000,0.164
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,EKOR KUNING,52.25,679250000,0.069
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,KAKAP,404.938,17674815000,0.01
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,KEMBUNG,62.443,624430000,0.032
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,SELAR,198.648,5177332500,0.184
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,TENGGIRI,134.78,4717300000,0.008
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,TERI,43.072,1507520000,0.027
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,TONGKOL,384.555,6022312500,0.11
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,TUNA,450.2,120204500000,0.007
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,BANDENG,1.702,42550000,0.001
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,CAKALANG,745.105,21909305000,0.138
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,GABUS,2667.083,1666460000,0.001
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,KAKAP,537.875,24186880000,0.01
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,KEMBUNG,526.295,8162375000,0.103
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,MAS,1052.309,5280360000,0.001
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,MUJAIR,893.759,2871428000,0.066
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,NILA,2341.945,10309767000,0.007
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,SELAR,662.432,14099450000,0.081
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,TENGGIRI,90.291,2257275000,0.009
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,TERI,147.86,2957200000,0.045
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,TONGKOL,601.484,9541130000,0.037
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,TUNA,915.692,67459940000,0.022
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,UDANG,2315,136960480,0.007
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BANDENG,23.694,592350000,0.003
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BARONANG,689.715,68040000,0.005
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BAWAL,713.781,70086000,0.001
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,CAKALANG,3335.784,20527724000,0.136
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,EKOR KUNING,653.574,48375000,0.067
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,KAKAP,2475.174,938478000,0.019
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,KEMBUNG,1204.635,525723000,0.046
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,LELE,45.258,1357740000,0.001
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,SELAR,1304.314,6214850000,0.064
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,TENGGIRI,816.21,140805000,0.007
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,TERI,459.405,228312000,0.049
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,TONGKOL,2393.469,20809970000,0.063
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,TUNA,2493.121,56435920000,0.004
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,UDANG,38.673,1353555000,0.006
SULAWESI UTARA,KEPULAUAN SANGIHE,BARONANG,1649,27320000,0.006
SULAWESI UTARA,KEPULAUAN SANGIHE,CAKALANG,338.474,3341752500,0.148
SULAWESI UTARA,KEPULAUAN SANGIHE,KAKAP,333.497,633972500,0.028
SULAWESI UTARA,KEPULAUAN SANGIHE,NILA,204.526,8181040000,0.009
SULAWESI UTARA,KEPULAUAN SANGIHE,SELAR,249.985,2499850000,0.211
SULAWESI UTARA,KEPULAUAN SANGIHE,TENGGIRI,2026,20260000,0.007
SULAWESI UTARA,KEPULAUAN SANGIHE,TONGKOL,892.694,4970900000,0.15
SULAWESI UTARA,KEPULAUAN SANGIHE,TUNA,929.666,22530198500,0.035
SULAWESI UTARA,KEPULAUAN SANGIHE,UDANG,1.343,60435000,0.003
SULAWESI UTARA,KEPULAUAN TALAUD,BARONANG,426.653,620980000,0.039
SULAWESI UTARA,KEPULAUAN TALAUD,CAKALANG,1392.996,58094421000,0.251
SULAWESI UTARA,KEPULAUAN TALAUD,EKOR KUNING,810.563,287200000,0.074
SULAWESI UTARA,KEPULAUAN TALAUD,KAKAP,101.214,2631564000,0.032
SULAWESI UTARA,KEPULAUAN TALAUD,KEMBUNG,1343,26860000,0.097
SULAWESI UTARA,KEPULAUAN TALAUD,MUJAIR,26.538,1061520000,0.014
SULAWESI UTARA,KEPULAUAN TALAUD,SELAR,213.377,4267540000,0.085
SULAWESI UTARA,KEPULAUAN TALAUD,TENGGIRI,2111.815,786770000,0.006
SULAWESI UTARA,KEPULAUAN TALAUD,TERI,4.162,83240000,0.022
SULAWESI UTARA,KEPULAUAN TALAUD,TONGKOL,1458.738,19714245000,0.076
SULAWESI UTARA,KEPULAUAN TALAUD,TUNA,1505.022,63437192000,0.038
SULAWESI UTARA,KOTA BITUNG,BARONANG,326,6520000,0.001
SULAWESI UTARA,KOTA BITUNG,CAKALANG,9517.84,990076900265,0.239
SULAWESI UTARA,KOTA BITUNG,EKOR KUNING,3.665,124920000,0.027
SULAWESI UTARA,KOTA BITUNG,KAKAP,2327.841,7177318000,0.006
SULAWESI UTARA,KOTA BITUNG,KEMBUNG,1468.692,11776548998,0.048
SULAWESI UTARA,KOTA BITUNG,LELE,62.502,1250040000,0.001
SULAWESI UTARA,KOTA BITUNG,MAS,339.694,9171738000,0.001
SULAWESI UTARA,KOTA BITUNG,SELAR,6269.477,129240085507,0.222
SULAWESI UTARA,KOTA BITUNG,TENGGIRI,20.874,772338000,0.001
SULAWESI UTARA,KOTA BITUNG,TERI,35.073,350730000,0.03
SULAWESI UTARA,KOTA BITUNG,TONGKOL,4771.799,86550303661,0.102
SULAWESI UTARA,KOTA BITUNG,TUNA,10783.609,704651671809,0.052
SULAWESI UTARA,KOTA BITUNG,UDANG,2018.401,7055580000,0.002
SULAWESI UTARA,KOTA KOTAMOBAGU,MAS,285.379,21403425000,0.001
SULAWESI UTARA,KOTA KOTAMOBAGU,NILA,503.895,17636325000,0.017
SULAWESI UTARA,KOTA MANADO,BANDENG,6.952,139040000,0.005
SULAWESI UTARA,KOTA MANADO,BARONANG,13.285,797100000,0.002
SULAWESI UTARA,KOTA MANADO,CAKALANG,1664.03,230167625000,0.251
SULAWESI UTARA,KOTA MANADO,EKOR KUNING,823.02,1319700000,0.023
SULAWESI UTARA,KOTA MANADO,KAKAP,41.451,3523335000,0.002
SULAWESI UTARA,KOTA MANADO,KEMBUNG,1574.271,23019305000,0.082
SULAWESI UTARA,KOTA MANADO,MAS,1.336,36152000,0.004
SULAWESI UTARA,KOTA MANADO,SELAR,368.729,60958430000,0.096
SULAWESI UTARA,KOTA MANADO,TENGGIRI,739.752,1110735000,0.003
SULAWESI UTARA,KOTA MANADO,TERI,784.702,4190975000,0.006
SULAWESI UTARA,KOTA MANADO,TONGKOL,2631.157,171272645000,0.075
SULAWESI UTARA,KOTA MANADO,TUNA,2773.963,423843340000,0.06
SULAWESI UTARA,KOTA MANADO,UDANG,291.633,14702130000,0.003
SULAWESI UTARA,MINAHASA,CAKALANG,4414.105,145359012000,0.171
SULAWESI UTARA,MINAHASA,EKOR KUNING,628.592,183135000,0.09
SULAWESI UTARA,MINAHASA,GABUS,821.199,28741965000,0.005
SULAWESI UTARA,MINAHASA,KEMBUNG,2702.301,3241821000,0.021
SULAWESI UTARA,MINAHASA,MAS,1535.75,599244358000,0.001
SULAWESI UTARA,MINAHASA,NILA,1588.042,1863031276000,0.002
SULAWESI UTARA,MINAHASA,SELAR,3038.407,76149260000,0.089
SULAWESI UTARA,MINAHASA,TENGGIRI,436.167,659810000,0.001
SULAWESI UTARA,MINAHASA,TERI,156.372,1357824000,0.016
SULAWESI UTARA,MINAHASA,TONGKOL,3028.722,66880355500,0.014
SULAWESI UTARA,MINAHASA,TUNA,4386.166,647717765000,0.06
SULAWESI UTARA,MINAHASA SELATAN,BARONANG,388.938,13612830000,0.001
SULAWESI UTARA,MINAHASA SELATAN,CAKALANG,1983.929,39678580000,0.197
SULAWESI UTARA,MINAHASA SELATAN,EKOR KUNING,489.521,10755550000,0.055
SULAWESI UTARA,MINAHASA SELATAN,GABUS,51.493,1626270000,0.002
SULAWESI UTARA,MINAHASA SELATAN,KAKAP,276.619,16597140000,0.007
SULAWESI UTARA,MINAHASA SELATAN,KEMBUNG,88.118,1321770000,0.026
SULAWESI UTARA,MINAHASA SELATAN,MAS,361.597,155478775000,0.001
SULAWESI UTARA,MINAHASA SELATAN,MUJAIR,66.344,1990320000,0.052
SULAWESI UTARA,MINAHASA SELATAN,NILA,597.354,204243184000,0.002
SULAWESI UTARA,MINAHASA SELATAN,SELAR,364.567,7291340000,0.096
SULAWESI UTARA,MINAHASA SELATAN,TERI,89.11,2673300000,0.018
SULAWESI UTARA,MINAHASA SELATAN,TONGKOL,1438.572,42121425000,0.056
SULAWESI UTARA,MINAHASA SELATAN,TUNA,1628.439,81421950000,0.081
SULAWESI UTARA,MINAHASA SELATAN,UDANG,132.156,2659410000,0.002
SULAWESI UTARA,MINAHASA TENGGARA,CAKALANG,884.082,559784658000,0.2
SULAWESI UTARA,MINAHASA TENGGARA,KEMBUNG,90.746,907460000,0.06
SULAWESI UTARA,MINAHASA TENGGARA,MAS,831.231,32838825000,0.005
SULAWESI UTARA,MINAHASA TENGGARA,NILA,1071.557,119259237000,0.004
SULAWESI UTARA,MINAHASA TENGGARA,TONGKOL,350.964,3509640000,0.05
SULAWESI UTARA,MINAHASA TENGGARA,TUNA,1133.997,36125794000,0.092
SULAWESI UTARA,MINAHASA UTARA,BARONANG,1396.375,67970875000,0.005
SULAWESI UTARA,MINAHASA UTARA,BAWAL,2265.756,124043860000,0.003
SULAWESI UTARA,MINAHASA UTARA,CAKALANG,4181.108,122237810000,0.249
SULAWESI UTARA,MINAHASA UTARA,EKOR KUNING,1562.324,64148438000,0.079
SULAWESI UTARA,MINAHASA UTARA,KAKAP,1985.562,262572150000,0.013
SULAWESI UTARA,MINAHASA UTARA,KEMBUNG,345.305,13812200000,0.086
SULAWESI UTARA,MINAHASA UTARA,MAS,0,222115800000,0.002
SULAWESI UTARA,MINAHASA UTARA,NILA,0,416745735000,0.003
SULAWESI UTARA,MINAHASA UTARA,SELAR,3426.479,77552130000,0.086
SULAWESI UTARA,MINAHASA UTARA,TENGGIRI,407.985,16861550000,0.004
SULAWESI UTARA,MINAHASA UTARA,TERI,363.172,4840000000,0.01
SULAWESI UTARA,MINAHASA UTARA,TONGKOL,2837.76,82630225000,0.101
SULAWESI UTARA,MINAHASA UTARA,TUNA,3317.904,95137679000,0.055
SUMATERA BARAT,AGAM,BAWAL,921.847,270520000,0.001
SUMATERA BARAT,AGAM,CAKALANG,1315.834,43012685000,0.018
SUMATERA BARAT,AGAM,KEMBUNG,1296.06,51842400000,0.007
SUMATERA BARAT,AGAM,LELE,911.83,13677450000,0.028
SUMATERA BARAT,AGAM,MAS,948.2,72780630000,0.018
SUMATERA BARAT,AGAM,NILA,1057.445,359288780000,0.114
SUMATERA BARAT,AGAM,PATIN,221.5,3322500000,0.007
SUMATERA BARAT,AGAM,TONGKOL,2027.051,60811530000,0.083
SUMATERA BARAT,AGAM,UDANG,348.072,5352765000,0.014
SUMATERA BARAT,DHARMASRAYA,GABUS,3111.611,457600000,0.006
SUMATERA BARAT,DHARMASRAYA,LELE,1064.52,189520400000,0.04
SUMATERA BARAT,DHARMASRAYA,MAS,534.15,18695250000,0.014
SUMATERA BARAT,DHARMASRAYA,NILA,3940.474,386708010000,0.062
SUMATERA BARAT,DHARMASRAYA,PATIN,660.15,16503750000,0.041
SUMATERA BARAT,KEPULAUAN MENTAWAI,BARONANG,208.008,4160160000,0.011
SUMATERA BARAT,KEPULAUAN MENTAWAI,CAKALANG,571.918,14297950000,0.001
SUMATERA BARAT,KEPULAUAN MENTAWAI,EKOR KUNING,47.65,941120000,0.009
SUMATERA BARAT,KEPULAUAN MENTAWAI,KAKAP,2031.053,8499145000,0.027
SUMATERA BARAT,KEPULAUAN MENTAWAI,KEMBUNG,989.145,14329710000,0.033
SUMATERA BARAT,KEPULAUAN MENTAWAI,LELE,34.682,1040460000,0.028
SUMATERA BARAT,KEPULAUAN MENTAWAI,NILA,51.144,1534320000,0.015
SUMATERA BARAT,KEPULAUAN MENTAWAI,SELAR,463.522,11094220000,0.067
SUMATERA BARAT,KEPULAUAN MENTAWAI,TENGGIRI,1191.683,2932720000,0.016
SUMATERA BARAT,KEPULAUAN MENTAWAI,TERI,94.32,2829600000,0.007
SUMATERA BARAT,KEPULAUAN MENTAWAI,TONGKOL,449.214,9071955000,0.175
SUMATERA BARAT,KEPULAUAN MENTAWAI,TUNA,857.582,5231935000,0.018
SUMATERA BARAT,KEPULAUAN MENTAWAI,UDANG,62.308,2492320000,0.013
SUMATERA BARAT,KOTA BUKITTINGGI,GABUS,2.399,67172000,0.001
SUMATERA BARAT,KOTA BUKITTINGGI,LELE,130.52,2349360000,0.026
SUMATERA BARAT,KOTA BUKITTINGGI,MAS,99.5,2487500000,0.032
SUMATERA BARAT,KOTA BUKITTINGGI,MUJAIR,33.012,660240000,0.024
SUMATERA BARAT,KOTA BUKITTINGGI,NILA,1076.706,3591000000,0.073
SUMATERA BARAT,KOTA PADANG,CAKALANG,3361.426,93331768996,0.006
SUMATERA BARAT,KOTA PADANG,GABUS,578.818,313820000,0.002
SUMATERA BARAT,KOTA PADANG,KAKAP,1456.81,19089150000,0.001
SUMATERA BARAT,KOTA PADANG,KEMBUNG,1410.487,44780908003,0.033
SUMATERA BARAT,KOTA PADANG,LELE,20.2,21863440000,0.028
SUMATERA BARAT,KOTA PADANG,MAS,58.951,1847435000,0.002
SUMATERA BARAT,KOTA PADANG,NILA,740.12,14937114000,0.053
